Date,"Close Price"
"2015-02-05 03:22:00",227.19
"2015-02-05 03:23:00",227.17
"2015-02-05 03:24:00",227.19
"2015-02-05 03:25:00",227.24
"2015-02-05 03:26:00",227.25
"2015-02-05 03:27:00",227.09
"2015-02-05 03:28:00",227.09
"2015-02-05 03:29:00",226.95
"2015-02-05 03:30:00",226.97
"2015-02-05 03:31:00",227
"2015-02-05 03:32:00",227.02
"2015-02-05 03:33:00",227
"2015-02-05 03:34:00",227.04
"2015-02-05 03:35:00",227.04
"2015-02-05 03:36:00",227.11
"2015-02-05 03:37:00",226.52
"2015-02-05 03:38:00",227.25
"2015-02-05 03:39:00",227.41
"2015-02-05 03:40:00",227.35
"2015-02-05 03:41:00",227.35
"2015-02-05 03:42:00",227.31
"2015-02-05 03:43:00",227.31
"2015-02-05 03:44:00",227.18
"2015-02-05 03:45:00",227.25
"2015-02-05 03:46:00",227.3
"2015-02-05 03:47:00",227.11
"2015-02-05 03:48:00",227.13
"2015-02-05 03:49:00",227.04
"2015-02-05 03:50:00",227.13
"2015-02-05 03:51:00",227.02
"2015-02-05 03:52:00",227.09
"2015-02-05 03:53:00",226.9
"2015-02-05 03:54:00",226.3
"2015-02-05 03:55:00",226.88
"2015-02-05 03:56:00",226.82
"2015-02-05 03:57:00",226.79
"2015-02-05 03:58:00",226.66
"2015-02-05 03:59:00",226.61
"2015-02-05 04:00:00",226.55
"2015-02-05 04:01:00",226.52
"2015-02-05 04:02:00",226.53
"2015-02-05 04:03:00",226.65
"2015-02-05 04:04:00",226.83
"2015-02-05 04:05:00",226.77
"2015-02-05 04:06:00",226.74
"2015-02-05 04:07:00",226.78
"2015-02-05 04:08:00",226.79
"2015-02-05 04:09:00",226.82
"2015-02-05 04:10:00",226.95
"2015-02-05 04:11:00",227.01
"2015-02-05 04:12:00",226.96
"2015-02-05 04:13:00",226.97
"2015-02-05 04:14:00",226.97
"2015-02-05 04:15:00",227
"2015-02-05 04:16:00",227.01
"2015-02-05 04:17:00",227.15
"2015-02-05 04:18:00",227.16
"2015-02-05 04:19:00",227.17
"2015-02-05 04:20:00",227.12
"2015-02-05 04:21:00",227.1
"2015-02-05 04:22:00",227.14
"2015-02-05 04:23:00",227.15
"2015-02-05 04:24:00",227.21
"2015-02-05 04:25:00",227.18
"2015-02-05 04:26:00",227.22
"2015-02-05 04:27:00",227.07
"2015-02-05 04:28:00",227.11
"2015-02-05 04:29:00",227.13
"2015-02-05 04:30:00",227.13
"2015-02-05 04:31:00",227.1
"2015-02-05 04:32:00",227.11
"2015-02-05 04:33:00",227.19
"2015-02-05 04:34:00",227.17
"2015-02-05 04:35:00",227.17
"2015-02-05 04:36:00",227.26
"2015-02-05 04:37:00",226.98
"2015-02-05 04:38:00",227.04
"2015-02-05 04:39:00",227.06
"2015-02-05 04:40:00",227.13
"2015-02-05 04:41:00",227.11
"2015-02-05 04:42:00",227.11
"2015-02-05 04:43:00",227.09
"2015-02-05 04:44:00",226.96
"2015-02-05 04:45:00",226.89
"2015-02-05 04:46:00",226.76
"2015-02-05 04:47:00",226.71
"2015-02-05 04:48:00",226.74
"2015-02-05 04:49:00",226.63
"2015-02-05 04:50:00",226.69
"2015-02-05 04:51:00",226.64
"2015-02-05 04:52:00",226.26
"2015-02-05 04:53:00",225.29
"2015-02-05 04:54:00",224.93
"2015-02-05 04:55:00",225.01
"2015-02-05 04:56:00",225.14
"2015-02-05 04:57:00",225.25
"2015-02-05 04:58:00",225.51
"2015-02-05 04:59:00",225.49
"2015-02-05 05:00:00",225.47
"2015-02-05 05:01:00",225.36
"2015-02-05 05:02:00",225.38
"2015-02-05 05:03:00",225.45
"2015-02-05 05:04:00",225.46
"2015-02-05 05:05:00",225.46
"2015-02-05 05:06:00",225.61
"2015-02-05 05:07:00",225.66
"2015-02-05 05:08:00",225.75
"2015-02-05 05:09:00",225.81
"2015-02-05 05:10:00",225.59
"2015-02-05 05:11:00",225.45
"2015-02-05 05:12:00",225.55
"2015-02-05 05:13:00",225.53
"2015-02-05 05:14:00",225.51
"2015-02-05 05:15:00",225.47
"2015-02-05 05:16:00",225.5
"2015-02-05 05:17:00",225.37
"2015-02-05 05:18:00",225.39
"2015-02-05 05:19:00",225.31
"2015-02-05 05:20:00",225.31
"2015-02-05 05:21:00",225.18
"2015-02-05 05:22:00",224.89
"2015-02-05 05:23:00",224.55
"2015-02-05 05:24:00",224.34
"2015-02-05 05:25:00",224.27
"2015-02-05 05:26:00",224.21
"2015-02-05 05:27:00",224.22
"2015-02-05 05:28:00",224.24
"2015-02-05 05:29:00",224.19
"2015-02-05 05:30:00",224.27
"2015-02-05 05:31:00",224.31
"2015-02-05 05:32:00",224.39
"2015-02-05 05:33:00",224.51
"2015-02-05 05:34:00",224.68
"2015-02-05 05:35:00",225.08
"2015-02-05 05:36:00",225.08
"2015-02-05 05:37:00",225.04
"2015-02-05 05:38:00",225.08
"2015-02-05 05:39:00",224.77
"2015-02-05 05:40:00",224.82
"2015-02-05 05:41:00",224.66
"2015-02-05 05:42:00",224.55
"2015-02-05 05:43:00",224.25
"2015-02-05 05:44:00",224.03
"2015-02-05 05:45:00",224.1
"2015-02-05 05:46:00",224.15
"2015-02-05 05:47:00",224.24
"2015-02-05 05:48:00",224.34
"2015-02-05 05:49:00",224.26
"2015-02-05 05:50:00",224.21
"2015-02-05 05:51:00",224.27
"2015-02-05 05:52:00",224.21
"2015-02-05 05:53:00",224.09
"2015-02-05 05:54:00",224.1
"2015-02-05 05:55:00",224.05
"2015-02-05 05:56:00",224.1
"2015-02-05 05:57:00",224.05
"2015-02-05 05:58:00",224.04
"2015-02-05 05:59:00",224.14
"2015-02-05 06:00:00",224.12
"2015-02-05 06:01:00",224.03
"2015-02-05 06:02:00",224.07
"2015-02-05 06:03:00",223.92
"2015-02-05 06:04:00",223.79
"2015-02-05 06:05:00",223.82
"2015-02-05 06:06:00",223.85
"2015-02-05 06:07:00",223.98
"2015-02-05 06:08:00",223.96
"2015-02-05 06:09:00",223.95
"2015-02-05 06:10:00",223.94
"2015-02-05 06:11:00",224.11
"2015-02-05 06:12:00",224.2
"2015-02-05 06:13:00",224.28
"2015-02-05 06:14:00",224.43
"2015-02-05 06:15:00",224.54
"2015-02-05 06:16:00",224.81
"2015-02-05 06:17:00",224.98
"2015-02-05 06:18:00",225.01
"2015-02-05 06:19:00",225.03
"2015-02-05 06:20:00",224.95
"2015-02-05 06:21:00",224.82
"2015-02-05 06:22:00",224.64
"2015-02-05 06:23:00",224.46
"2015-02-05 06:24:00",224.47
"2015-02-05 06:25:00",224.53
"2015-02-05 06:26:00",224.57
"2015-02-05 06:27:00",224.68
"2015-02-05 06:28:00",224.74
"2015-02-05 06:29:00",224.75
"2015-02-05 06:30:00",224.81
"2015-02-05 06:31:00",224.73
"2015-02-05 06:32:00",224.83
"2015-02-05 06:33:00",224.86
"2015-02-05 06:34:00",224.96
"2015-02-05 06:35:00",224.97
"2015-02-05 06:36:00",224.97
"2015-02-05 06:37:00",224.89
"2015-02-05 06:38:00",224.87
"2015-02-05 06:39:00",224.85
"2015-02-05 06:40:00",224.8
"2015-02-05 06:41:00",224.69
"2015-02-05 06:42:00",224.49
"2015-02-05 06:43:00",224.45
"2015-02-05 06:44:00",224.34
"2015-02-05 06:45:00",224.32
"2015-02-05 06:46:00",224.2
"2015-02-05 06:47:00",224.34
"2015-02-05 06:48:00",224.23
"2015-02-05 06:49:00",224.28
"2015-02-05 06:50:00",224.26
"2015-02-05 06:51:00",224.32
"2015-02-05 06:52:00",224.24
"2015-02-05 06:53:00",224.22
"2015-02-05 06:54:00",224.27
"2015-02-05 06:55:00",224.35
"2015-02-05 06:56:00",224.36
"2015-02-05 06:57:00",224.43
"2015-02-05 06:58:00",224.41
"2015-02-05 06:59:00",224.34
"2015-02-05 07:00:00",224.3
"2015-02-05 07:01:00",224.24
"2015-02-05 07:02:00",223.75
"2015-02-05 07:03:00",223.7
"2015-02-05 07:04:00",223.71
"2015-02-05 07:05:00",223.57
"2015-02-05 07:06:00",223.4
"2015-02-05 07:07:00",223.4
"2015-02-05 07:08:00",223.5
"2015-02-05 07:09:00",223.52
"2015-02-05 07:10:00",223.78
"2015-02-05 07:11:00",224.1
"2015-02-05 07:12:00",224.17
"2015-02-05 07:13:00",224.18
"2015-02-05 07:14:00",224.32
"2015-02-05 07:15:00",224.41
"2015-02-05 07:16:00",224.8
"2015-02-05 07:17:00",224.98
"2015-02-05 07:18:00",225.06
"2015-02-05 07:19:00",225.69
"2015-02-05 07:20:00",225.76
"2015-02-05 07:21:00",225.87
"2015-02-05 07:22:00",226.12
"2015-02-05 07:23:00",226.29
"2015-02-05 07:24:00",225.85
"2015-02-05 07:25:00",225.91
"2015-02-05 07:26:00",225.9
"2015-02-05 07:27:00",225.75
"2015-02-05 07:28:00",225.71
"2015-02-05 07:29:00",225.82
"2015-02-05 07:30:00",225.68
"2015-02-05 07:31:00",225.7
"2015-02-05 07:32:00",225.82
"2015-02-05 07:33:00",225.78
"2015-02-05 07:34:00",225.77
"2015-02-05 07:35:00",225.77
"2015-02-05 07:36:00",225.68
"2015-02-05 07:37:00",225.58
"2015-02-05 07:38:00",225.67
"2015-02-05 07:39:00",225.79
"2015-02-05 07:40:00",225.74
"2015-02-05 07:41:00",225.87
"2015-02-05 07:42:00",225.96
"2015-02-05 07:43:00",225.89
"2015-02-05 07:44:00",225.96
"2015-02-05 07:45:00",226.05
"2015-02-05 07:46:00",226.35
"2015-02-05 07:47:00",226.65
"2015-02-05 07:48:00",226.61
"2015-02-05 07:49:00",226.57
"2015-02-05 07:50:00",226.34
"2015-02-05 07:51:00",226.37
"2015-02-05 07:52:00",226.29
"2015-02-05 07:53:00",226.34
"2015-02-05 07:54:00",226.31
"2015-02-05 07:55:00",226.37
"2015-02-05 07:56:00",226.32
"2015-02-05 07:57:00",226.46
"2015-02-05 07:58:00",226.34
"2015-02-05 07:59:00",226.29
"2015-02-05 08:00:00",226.32
"2015-02-05 08:01:00",226.38
"2015-02-05 08:02:00",226.42
"2015-02-05 08:03:00",226.5
"2015-02-05 08:04:00",226.55
"2015-02-05 08:05:00",226.48
"2015-02-05 08:06:00",226.6
"2015-02-05 08:07:00",226.6
"2015-02-05 08:08:00",226.56
"2015-02-05 08:09:00",226.56
"2015-02-05 08:10:00",226.54
"2015-02-05 08:11:00",226.61
"2015-02-05 08:12:00",226.59
"2015-02-05 08:13:00",226.56
"2015-02-05 08:14:00",226.54
"2015-02-05 08:15:00",226.62
"2015-02-05 08:16:00",226.51
"2015-02-05 08:17:00",226.67
"2015-02-05 08:18:00",227.01
"2015-02-05 08:19:00",227.26
"2015-02-05 08:20:00",227.41
"2015-02-05 08:21:00",227.32
"2015-02-05 08:22:00",227.05
"2015-02-05 08:23:00",226.78
"2015-02-05 08:24:00",226.87
"2015-02-05 08:25:00",226.73
"2015-02-05 08:26:00",226.5
"2015-02-05 08:27:00",226.56
"2015-02-05 08:28:00",226.58
"2015-02-05 08:29:00",226.55
"2015-02-05 08:30:00",226.49
"2015-02-05 08:31:00",226.13
"2015-02-05 08:32:00",226.25
"2015-02-05 08:33:00",226.11
"2015-02-05 08:34:00",225.66
"2015-02-05 08:35:00",225.6
"2015-02-05 08:36:00",225.71
"2015-02-05 08:37:00",225.73
"2015-02-05 08:38:00",225.75
"2015-02-05 08:39:00",225.81
"2015-02-05 08:40:00",225.82
"2015-02-05 08:41:00",225.74
"2015-02-05 08:42:00",225.57
"2015-02-05 08:43:00",225.61
"2015-02-05 08:44:00",225.61
"2015-02-05 08:45:00",225.64
"2015-02-05 08:46:00",225.61
"2015-02-05 08:47:00",225.63
"2015-02-05 08:48:00",225.58
"2015-02-05 08:49:00",225.76
"2015-02-05 08:50:00",225.67
"2015-02-05 08:51:00",225.78
"2015-02-05 08:52:00",225.83
"2015-02-05 08:53:00",225.91
"2015-02-05 08:54:00",225.95
"2015-02-05 08:55:00",225.87
"2015-02-05 08:56:00",225.8
"2015-02-05 08:57:00",225.66
"2015-02-05 08:58:00",225.5
"2015-02-05 08:59:00",225.43
"2015-02-05 09:00:00",225.34
"2015-02-05 09:01:00",225.39
"2015-02-05 09:02:00",225.41
"2015-02-05 09:03:00",225.66
"2015-02-05 09:04:00",225.74
"2015-02-05 09:05:00",225.84
"2015-02-05 09:06:00",225.9
"2015-02-05 09:07:00",226.01
"2015-02-05 09:08:00",225.89
"2015-02-05 09:09:00",225.77
"2015-02-05 09:10:00",225.87
"2015-02-05 09:11:00",225.76
"2015-02-05 09:12:00",225.96
"2015-02-05 09:13:00",225.91
"2015-02-05 09:14:00",225.81
"2015-02-05 09:15:00",225.92
"2015-02-05 09:16:00",225.82
"2015-02-05 09:17:00",225.76
"2015-02-05 09:18:00",225.57
"2015-02-05 09:19:00",224.97
"2015-02-05 09:20:00",224.72
"2015-02-05 09:21:00",224.52
"2015-02-05 09:22:00",224.8
"2015-02-05 09:23:00",224.84
"2015-02-05 09:24:00",224.82
"2015-02-05 09:25:00",224.99
"2015-02-05 09:26:00",224.87
"2015-02-05 09:27:00",224.85
"2015-02-05 09:28:00",224.8
"2015-02-05 09:29:00",224.74
"2015-02-05 09:30:00",224.78
"2015-02-05 09:31:00",224.8
"2015-02-05 09:32:00",224.83
"2015-02-05 09:33:00",224.8
"2015-02-05 09:34:00",224.72
"2015-02-05 09:35:00",224.7
"2015-02-05 09:36:00",224.72
"2015-02-05 09:37:00",224.69
"2015-02-05 09:38:00",224.68
"2015-02-05 09:39:00",224.69
"2015-02-05 09:40:00",224.66
"2015-02-05 09:41:00",224.52
"2015-02-05 09:42:00",224.32
"2015-02-05 09:43:00",224.1
"2015-02-05 09:44:00",224.16
"2015-02-05 09:45:00",224.32
"2015-02-05 09:46:00",224.21
"2015-02-05 09:47:00",224.41
"2015-02-05 09:48:00",224.31
"2015-02-05 09:49:00",224.45
"2015-02-05 09:50:00",224.38
"2015-02-05 09:51:00",224.53
"2015-02-05 09:52:00",224.49
"2015-02-05 09:53:00",224.4
"2015-02-05 09:54:00",224.46
"2015-02-05 09:55:00",224.45
"2015-02-05 09:56:00",224.62
"2015-02-05 09:57:00",224.65
"2015-02-05 09:58:00",224.77
"2015-02-05 09:59:00",225.09
"2015-02-05 10:00:00",225.07
"2015-02-05 10:01:00",225.11
"2015-02-05 10:02:00",225.34
"2015-02-05 10:03:00",225.36
"2015-02-05 10:04:00",225.39
"2015-02-05 10:05:00",225.53
"2015-02-05 10:06:00",225.56
"2015-02-05 10:07:00",225.57
"2015-02-05 10:08:00",225.79
"2015-02-05 10:09:00",225.69
"2015-02-05 10:10:00",225.8
"2015-02-05 10:11:00",226.01
"2015-02-05 10:12:00",226
"2015-02-05 10:13:00",225.86
"2015-02-05 10:14:00",225.86
"2015-02-05 10:15:00",225.84
"2015-02-05 10:16:00",225.78
"2015-02-05 10:17:00",225.62
"2015-02-05 10:18:00",225.51
"2015-02-05 10:19:00",225.58
"2015-02-05 10:20:00",225.53
"2015-02-05 10:21:00",225.51
"2015-02-05 10:22:00",225.61
"2015-02-05 10:23:00",225.47
"2015-02-05 10:24:00",225.56
"2015-02-05 10:25:00",225.78
"2015-02-05 10:26:00",225.94
"2015-02-05 10:27:00",225.8
"2015-02-05 10:28:00",225.8
"2015-02-05 10:29:00",225.89
"2015-02-05 10:30:00",225.71
"2015-02-05 10:31:00",225.64
"2015-02-05 10:32:00",225.78
"2015-02-05 10:33:00",225.73
"2015-02-05 10:34:00",225.89
"2015-02-05 10:35:00",225.75
"2015-02-05 10:36:00",225.78
"2015-02-05 10:37:00",225.81
"2015-02-05 10:38:00",225.96
"2015-02-05 10:39:00",225.82
"2015-02-05 10:40:00",225.77
"2015-02-05 10:41:00",225.75
"2015-02-05 10:42:00",225.77
"2015-02-05 10:43:00",225.73
"2015-02-05 10:44:00",225.66
"2015-02-05 10:45:00",225.67
"2015-02-05 10:46:00",225.6
"2015-02-05 10:47:00",225.59
"2015-02-05 10:48:00",225.75
"2015-02-05 10:49:00",225.69
"2015-02-05 10:50:00",225.96
"2015-02-05 10:51:00",226.2
"2015-02-05 10:52:00",226.15
"2015-02-05 10:53:00",226.15
"2015-02-05 10:54:00",226.05
"2015-02-05 10:55:00",226.16
"2015-02-05 10:56:00",226.16
"2015-02-05 10:57:00",226.16
"2015-02-05 10:58:00",226.23
"2015-02-05 10:59:00",226.23
"2015-02-05 11:00:00",226.19
"2015-02-05 11:01:00",226.24
"2015-02-05 11:02:00",226.22
"2015-02-05 11:03:00",225.99
"2015-02-05 11:04:00",225.89
"2015-02-05 11:05:00",225.84
"2015-02-05 11:06:00",225.81
"2015-02-05 11:07:00",225.82
"2015-02-05 11:08:00",225.87
"2015-02-05 11:09:00",225.87
"2015-02-05 11:10:00",225.84
"2015-02-05 11:11:00",225.66
"2015-02-05 11:12:00",225.54
"2015-02-05 11:13:00",225.38
"2015-02-05 11:14:00",225.38
"2015-02-05 11:15:00",225.06
"2015-02-05 11:16:00",225.18
"2015-02-05 11:17:00",224.88
"2015-02-05 11:18:00",224.92
"2015-02-05 11:19:00",225.04
"2015-02-05 11:20:00",225.1
"2015-02-05 11:21:00",225.06
"2015-02-05 11:22:00",225.12
"2015-02-05 11:23:00",225.13
"2015-02-05 11:24:00",225.18
"2015-02-05 11:25:00",225.1
"2015-02-05 11:26:00",225.12
"2015-02-05 11:27:00",225.21
"2015-02-05 11:28:00",225.14
"2015-02-05 11:29:00",225.15
"2015-02-05 11:30:00",225.24
"2015-02-05 11:31:00",225.23
"2015-02-05 11:32:00",225.17
"2015-02-05 11:33:00",225.25
"2015-02-05 11:34:00",225.08
"2015-02-05 11:35:00",225.17
"2015-02-05 11:36:00",225.31
"2015-02-05 11:37:00",225.52
"2015-02-05 11:38:00",225.38
"2015-02-05 11:39:00",225.46
"2015-02-05 11:40:00",225.37
"2015-02-05 11:41:00",225.38
"2015-02-05 11:42:00",225.4
"2015-02-05 11:43:00",225.4
"2015-02-05 11:44:00",225.43
"2015-02-05 11:45:00",225.39
"2015-02-05 11:46:00",225.45
"2015-02-05 11:47:00",225.45
"2015-02-05 11:48:00",225.38
"2015-02-05 11:49:00",225.52
"2015-02-05 11:50:00",225.67
"2015-02-05 11:51:00",225.86
"2015-02-05 11:52:00",226.02
"2015-02-05 11:53:00",225.76
"2015-02-05 11:54:00",225.43
"2015-02-05 11:55:00",225.43
"2015-02-05 11:56:00",225.44
"2015-02-05 11:57:00",225.51
"2015-02-05 11:58:00",225.57
"2015-02-05 11:59:00",225.7
"2015-02-05 12:00:00",225.8
"2015-02-05 12:01:00",225.76
"2015-02-05 12:02:00",225.75
"2015-02-05 12:03:00",225.64
"2015-02-05 12:04:00",225.57
"2015-02-05 12:05:00",225.58
"2015-02-05 12:06:00",225.55
"2015-02-05 12:07:00",225.55
"2015-02-05 12:08:00",225.54
"2015-02-05 12:09:00",225.68
"2015-02-05 12:10:00",225.59
"2015-02-05 12:11:00",225.53
"2015-02-05 12:12:00",225.57
"2015-02-05 12:13:00",225.51
"2015-02-05 12:14:00",225.57
"2015-02-05 12:15:00",225.56
"2015-02-05 12:16:00",225.5
"2015-02-05 12:17:00",225.62
"2015-02-05 12:18:00",225.52
"2015-02-05 12:19:00",225.52
"2015-02-05 12:20:00",225.49
"2015-02-05 12:21:00",225.62
"2015-02-05 12:22:00",225.39
"2015-02-05 12:23:00",225.32
"2015-02-05 12:24:00",225.35
"2015-02-05 12:25:00",225.31
"2015-02-05 12:26:00",225.2
"2015-02-05 12:27:00",225.13
"2015-02-05 12:28:00",224.98
"2015-02-05 12:29:00",225.05
"2015-02-05 12:30:00",224.91
"2015-02-05 12:31:00",224.84
"2015-02-05 12:32:00",224.75
"2015-02-05 12:33:00",224.73
"2015-02-05 12:34:00",224.81
"2015-02-05 12:35:00",224.77
"2015-02-05 12:36:00",224.77
"2015-02-05 12:37:00",224.78
"2015-02-05 12:38:00",224.8
"2015-02-05 12:39:00",224.81
"2015-02-05 12:40:00",224.86
"2015-02-05 12:41:00",224.85
"2015-02-05 12:42:00",224.89
"2015-02-05 12:43:00",224.96
"2015-02-05 12:44:00",224.98
"2015-02-05 12:45:00",225.45
"2015-02-05 12:46:00",225.69
"2015-02-05 12:47:00",225.61
"2015-02-05 12:48:00",225.49
"2015-02-05 12:49:00",225.38
"2015-02-05 12:50:00",225.3
"2015-02-05 12:51:00",225.26
"2015-02-05 12:52:00",225.27
"2015-02-05 12:53:00",225.18
"2015-02-05 12:54:00",225.16
"2015-02-05 12:55:00",225.11
"2015-02-05 12:56:00",224.97
